item,filename,article_title,in_folder,notes
317,317 - OFFLINE-CHANNEL PLANNING IN SMART OMNICHANNEL RETAILING.pdf,LOCATION OPTIMIZATION OF OFFLINE PHYSICAL STORES BASED ON MNL MODEL UNDER BOPS OMNICHANNEL,YES,On Google Drive Folder
318,318 - MAKING OMNICHANNEL AN AUGMENTED REALITY THE CURRENT AND FUTURE STATE OF THE ART.pdf,OFFLINE-CHANNEL PLANNING IN SMART OMNICHANNEL RETAILING,YES,On Google Drive Folder
319,,MAKING OMNICHANNEL AN AUGMENTED REALITY: THE CURRENT AND FUTURE STATE OF THE ART,NO,On Google Drive Folder
320,320 - FORAYS INTO OMNICHANNEL AN ONLINE RETAILER_S STRATEGIES FOR MANAGING PRODUCT RETURNS.pdf,FORAYS INTO OMNICHANNEL: AN ONLINE RETAILER'S STRATEGIES FOR MANAGING PRODUCT RETURNS,YES,On Google Drive Folder
321,321 - OMNICHANNEL OF PRIVATE LABEL GROCERY PRODUCTS IN TESCO AND CARREFOUR RETAIL CHAINS ON THE POLISH MARKET.pdf,INTEROPERABILITY OF ONLINE LOYALTY AND OFFLINE LOYALTY IN OMNICHANNEL RETAILING SERVICE: SEEKING INNOVATION IN RETAIL INDUSTRY,YES,On Google Drive Folder
322,322 - THE IMPACT OF OMNICHANNEL INTEGRATED MARKETING COMMUNICATIONS (IMC) ON PRODUCT AND RETAIL SERVICE SATISFACTION.pdf,OMNICHANNEL OF PRIVATE LABEL GROCERY PRODUCTS IN TESCO AND CARREFOUR RETAIL CHAINS ON THE POLISH MARKET,YES,On Google Drive Folder
323,"323 - IDENTIFYING OMNICHANNEL DEAL PRONE SEGMENTS, THEIR ANTECEDENTS, AND THEIR CONSEQUENCES.pdf",THE IMPACT OF OMNICHANNEL INTEGRATED MARKETING COMMUNICATIONS (IMC) ON PRODUCT AND RETAIL SERVICE SATISFACTION,YES,On Google Drive Folder
324,324 - WHICH FUTURE PATH TO PICK A CONTINGENCY APPROACH TO OMNICHANNEL WAREHOUSE CONFIGURATION.pdf,"IDENTIFYING OMNICHANNEL DEAL PRONE SEGMENTS, THEIR ANTECEDENTS, AND THEIR CONSEQUENCES",YES,On Google Drive Folder
325,325 - OMNICHANNEL AS A DRIVER OF DIGITALIZATION EVIDENCE FROM THE EMERGING MARKET IN THE FASHION INDUSTRY.pdf,WHICH FUTURE PATH TO PICK? A CONTINGENCY APPROACH TO OMNICHANNEL WAREHOUSE CONFIGURATION,YES,On Google Drive Folder
326,326 - FOOD DELIVERY APP CONTINUANCE A DUAL MODEL AND SEGMENTATION APPROACH.pdf,OMNICHANNEL AS A DRIVER OF DIGITALIZATION: EVIDENCE FROM THE EMERGING MARKET IN THE FASHION INDUSTRY,YES,On Google Drive Folder
327,327 - BRANDED CONTENT AND CONSUMER ENGAGEMENT ON FACEBOOK AN ANALYSIS OF OMNICHANNEL RETAIL.pdf,FOOD DELIVERY APP CONTINUANCE: A DUAL MODEL AND SEGMENTATION APPROACH,YES,On Google Drive Folder
328,,BRANDED CONTENT AND CONSUMER ENGAGEMENT ON FACEBOOK: AN ANALYSIS OF OMNICHANNEL RETAIL,NO,On Google Drive Folder
329,329 - CONCEPTUALIZING GREEN STRATEGIES_ EFFECTS ON CUSTOMER EXPERIENCE IN THE CONTEXT OF OMNICHANNEL RETAILING.pdf,CONCEPTUALIZING GREEN STRATEGIES' EFFECTS ON CUSTOMER EXPERIENCE IN THE CONTEXT OF OMNICHANNEL RETAILING,YES,On Google Drive Folder
330,330 - OMNICHANNEL-BASED PROMOTIONS_ EFFECTS ON PURCHASE BEHAVIOR AND BRAND IMAGE.pdf,OMNICHANNEL-BASED PROMOTIONS' EFFECTS ON PURCHASE BEHAVIOR AND BRAND IMAGE,YES,On Google Drive Folder
331,331 - OMNICHANNEL BATTLE BETWEEN AMAZON AND WALMART IS THE FOCUS ON DELIVERY THE BEST STRATEGY.pdf,OMNICHANNEL BATTLE BETWEEN AMAZON AND WALMART: IS THE FOCUS ON DELIVERY THE BEST STRATEGY?,YES,On Google Drive Folder
332,332 - THE TEST OF VUCA TIME FOR RETAIL 4.0 IMPACTED BY THE INDUSTRY 4.0 TECHNOLOGIES.pdf,"THE TEST OF VUCA TIME FOR RETAIL 4.0 IMPACTED BY THE INDUSTRY 4.0 TECHNOLOGIES, BY CREATING CUSTOMERS' REAL-TIME DIGITAL EXPERIENCE, FASTER RECOVERING FROM THE PANDEMIC, AND ADAPTING TO THE NEXT NORMAL",YES,On Google Drive Folder
333,333 - ONLINE VERSUS OFFLINE PREFERRED RETAIL CHOICE FOR PREMIUM BRAND PURCHASE.pdf,IMPACT OF OMNICHANNEL INTEGRATION ON MILLENNIALS' PURCHASE INTENTION FOR FASHION RETAILER,YES,On Google Drive Folder
334,,ONLINE VERSUS OFFLINE: PREFERRED RETAIL CHOICE FOR PREMIUM BRAND PURCHASE,NO,On Google Drive Folder
335,335 - STRATEGIC ORIENTATION TOWARDS DIGITIZATION TO IMPROVE SUPERMARKET LOYALTY IN AN OMNICHANNEL CONTEXT.pdf,CUSTOMIZATION STRATEGIES BETWEEN ONLINE AND OFFLINE RETAILERS,YES,On Google Drive Folder
336,,STRATEGIC ORIENTATION TOWARDS DIGITIZATION TO IMPROVE SUPERMARKET LOYALTY IN AN OMNICHANNEL CONTEXT,NO,On Google Drive Folder
337,337 - OMNICHANNEL AS A COMPETITIVE STRATEGY A CONCEPTUAL AND DIMENSIONAL REVIEW.pdf,OMNICHANNEL AS A COMPETITIVE STRATEGY: A CONCEPTUAL AND DIMENSIONAL REVIEW,YES,On Google Drive Folder
338,338 - USING BEST-WORST SCALING TO REVEAL PERCEIVED RELATIVE IMPORTANCE OF WEBSITE ATTRIBUTES.pdf,PICKER ROUTING IN THE MIXED-SHELVES WAREHOUSES OF E-COMMERCE RETAILERS,YES,On Google Drive Folder
339,339 - BUY ONLINE AND PICKUP IN-STORE CO-OPETITION STRATEGY OF OMNICHANNEL SUPPLY CHAIN PLAYERS.pdf,USING BEST-WORST SCALING TO REVEAL PERCEIVED RELATIVE IMPORTANCE OF WEBSITE ATTRIBUTES,YES,On Google Drive Folder
340,"340 - THE NEXT DAY, FREE DELIVERY MYTH UNRAVELLED POSSIBILITIES FOR SUSTAINABLE LAST MILE TRANSPORT IN AN OMNICHANNEL ENVIRONMENT.pdf",BUY ONLINE AND PICKUP IN-STORE: CO-OPETITION STRATEGY OF OMNICHANNEL SUPPLY CHAIN PLAYERS,YES,On Google Drive Folder
341,341 - DIRECTION OF LUXURY FASHION RETAILERS_ POST-ENTRY EXPANSION - THE EVIDENCE FROM CHINA.pdf,"THE ""NEXT DAY, FREE DELIVERY"" MYTH UNRAVELLED POSSIBILITIES FOR SUSTAINABLE LAST MILE TRANSPORT IN AN OMNICHANNEL ENVIRONMENT",YES,On Google Drive Folder
342,342 - DISENTANGLING THE IMPACT OF OMNICHANNEL INTEGRATION ON CONSUMER BEHAVIOR IN INTEGRATED SALES CHANNELS.pdf,DIRECTION OF LUXURY FASHION RETAILERS' POST-ENTRY EXPANSION - THE EVIDENCE FROM CHINA,YES,On Google Drive Folder
343,343 - RESEARCH IN OMNICHANNEL RETAIL A SYSTEMATIC REVIEW AND QUANTITATIVE CONTENT ANALYSIS.pdf,DISENTANGLING THE IMPACT OF OMNICHANNEL INTEGRATION ON CONSUMER BEHAVIOR IN INTEGRATED SALES CHANNELS,YES,On Google Drive Folder
344,,RESEARCH IN OMNICHANNEL RETAIL: A SYSTEMATIC REVIEW AND QUANTITATIVE CONTENT ANALYSIS,NO,On Google Drive Folder
345,345 - EXPLORING PHYGITAL OMNICHANNEL LUXURY RETAILING FOR IMMERSIVE CUSTOMER EXPERIENCE THE ROLE OF RAPPORT AND SOCIAL ENGAGEMENT.pdf,EXPLORING PHYGITAL OMNICHANNEL LUXURY RETAILING FOR IMMERSIVE CUSTOMER EXPERIENCE: THE ROLE OF RAPPORT AND SOCIAL ENGAGEMENT,YES,On Google Drive Folder
346,,OFFLINE SHOWROOMS IN OMNICHANNEL RETAIL: DEMAND AND OPERATIONAL BENEFITS,NO,On Google Drive Folder
347,347 - AN OPTIMAL DECISION FOR THE FRESH FOOD SUPPLY CHAIN NETWORK UNDER OMNICHANNEL CONTEXT.pdf,AN OPTIMAL DECISION FOR THE FRESH FOOD SUPPLY CHAIN NETWORK UNDER OMNICHANNEL CONTEXT,YES,On Google Drive Folder
348,348 - PERSONALIZATION AND HEDONIC MOTIVATION IN CREATING CUSTOMER EXPERIENCES AND LOYALTY IN OMNICHANNEL RETAIL.pdf,CRAFTING THE CUSTOMER EXPERIENCE IN OMNICHANNEL CONTEXTS: THE ROLE OF CHANNEL INTEGRATION,YES,On Google Drive Folder
349,349 - BENEFIT FROM A HIGH STORE VISITING COST IN AN OMNICHANNEL WITH BOPS.pdf,PERSONALIZATION AND HEDONIC MOTIVATION IN CREATING CUSTOMER EXPERIENCES AND LOYALTY IN OMNICHANNEL RETAIL,YES,On Google Drive Folder
350,350 - GROCERY OMNICHANNEL PERISHABLE INVENTORIES PERFORMANCE MEASURES AND INFLUENCING FACTORS.pdf,BENEFIT FROM A HIGH STORE VISITING COST IN AN OMNICHANNEL WITH BOPS,YES,On Google Drive Folder
351,351 - HOW TO SHIFT CONSUMER WILLINGNESS TO USE THE EMERGING TECHNOLOGIES ON OMNICHANNEL.pdf,GROCERY OMNICHANNEL PERISHABLE INVENTORIES: PERFORMANCE MEASURES AND INFLUENCING FACTORS,YES,On Google Drive Folder
352,,HOW TO SHIFT CONSUMER WILLINGNESS TO USE THE EMERGING TECHNOLOGIES ON OMNICHANNEL,NO,On Google Drive Folder
353,353 - THE DIFFERENT PHASES OF THE OMNICHANNEL CONSUMER BUYING JOURNEY A SYSTEMATIC LITERATURE REVIEW AND FUTURE RESEARCH DIRECTIONS.pdf,"DOES INTEGRATED STORE SERVICE QUALITY TURN OMNICHANNEL SHOPPERS INTO PRICE-INSENSITIVE, CROSS-CATEGORY PURCHASERS, AND LOYAL WEBROOMERS? MODERATING ROLE OF PERCEIVED RELATIONSHIP INVESTMENT AND ALTERNATIVE RETAILER ATTRACTIVENESS",YES,On Google Drive Folder
354,354 - OPTIMAL IN-STORE INVENTORY POLICY FOR OMNICHANNEL RETAILERS IN FRANCHISING NETWORKS.pdf,THE DIFFERENT PHASES OF THE OMNICHANNEL CONSUMER BUYING JOURNEY: A SYSTEMATIC LITERATURE REVIEW AND FUTURE RESEARCH DIRECTIONS,YES,On Google Drive Folder
355,355 - OMNICHANNEL RETAILING A TALE OF THREE SECTORS.pdf,OPTIMAL IN-STORE INVENTORY POLICY FOR OMNICHANNEL RETAILERS IN FRANCHISING NETWORKS,YES,On Google Drive Folder
356,"356 - DISTRIBUTIONALLY ROBUST MULTIPERIOD INVENTORY MODEL FOR OMNICHANNEL RETAILING CONSIDERING BUY-ONLINE, PICKUP-IN-STORE AND OUT-OF-STOCK, HOME-DELIVERY SERVICES.pdf",OMNICHANNEL RETAILING: A TALE OF THREE SECTORS,YES,On Google Drive Folder
357,"357 - EFFECTS OF CUSTOMER RESPONSE TO FASHION PRODUCT STOCKOUT ON HOLDING COSTS, ORDER SIZES, AND PROFITABILITY IN OMNICHANNEL RETAILING.pdf","DISTRIBUTIONALLY ROBUST MULTIPERIOD INVENTORY MODEL FOR OMNICHANNEL RETAILING CONSIDERING BUY-ONLINE, PICKUP-IN-STORE AND OUT-OF-STOCK, HOME-DELIVERY SERVICES",YES,On Google Drive Folder
358,358 - MOBILE-ASSISTED SHOWROOMERS UNDERSTANDING THEIR PURCHASE JOURNEY AND PERSONALITIES.pdf,"EFFECTS OF CUSTOMER RESPONSE TO FASHION PRODUCT STOCKOUT ON HOLDING COSTS, ORDER SIZES, AND PROFITABILITY IN OMNICHANNEL RETAILING",YES,On Google Drive Folder
359,359 - PRICE PROMOTION IN OMNICHANNEL RETAILING HOW MUCH IS TOO MUCH.pdf,MOBILE-ASSISTED SHOWROOMERS: UNDERSTANDING THEIR PURCHASE JOURNEY AND PERSONALITIES,YES,On Google Drive Folder
360,360 - INVENTORY CONTROL FOR OMNICHANNEL RETAILING BETWEEN ONE WAREHOUSE AND MULTIPLE STORES.pdf,PRICE PROMOTION IN OMNICHANNEL RETAILING: HOW MUCH IS TOO MUCH?,YES,On Google Drive Folder
361,,INVENTORY CONTROL FOR OMNICHANNEL RETAILING BETWEEN ONE WAREHOUSE AND MULTIPLE STORES,NO,On Google Drive Folder
362,362 - HOW INTEGRATED STORE-SERVICE QUALITY PROMOTES OMNICHANNEL SHOPPERS_ WORD-OF-MOUTH BEHAVIORS.pdf,HOW INTEGRATED STORE-SERVICE QUALITY PROMOTES OMNICHANNEL SHOPPERS' WORD-OF-MOUTH BEHAVIORS: THE MODERATING ROLE OF PERCEIVED RELATIONSHIP INVESTMENT AND THE SHOPPER'S PERCEIVED VALUE,YES,On Google Drive Folder
363,363 - ROBUST OMNICHANNEL RETAIL OPERATIONS WITH THE IMPLEMENTATION OFSHIP-FROM-STORE.pdf,ROBUST OMNICHANNEL RETAIL OPERATIONS WITH THE IMPLEMENTATION OFSHIP-FROM-STORE,YES,On Google Drive Folder
364,364 - WHO STILL SHOPS AT OMNICHANNEL FASHION DEPARTMENT STORES AN ANALYSIS OF GENERATIONAL COHORTS AND INTENT TO PURCHASE.pdf,CUSTOMERS' TOLERANCE FOR VALIDATION IN OMNICHANNEL RETAIL STORES: ENABLING LOGISTICS AND SUPPLY CHAIN ANALYTICS,YES,On Google Drive Folder
365,,WHO STILL SHOPS AT OMNICHANNEL FASHION DEPARTMENT STORES? AN ANALYSIS OF GENERATIONAL COHORTS AND INTENT TO PURCHASE,NO,On Google Drive Folder
366,366 - HUMMEL_S DIGITAL TRANSFORMATION TOWARD OMNICHANNEL RETAILING KEY LESSONS LEARNED.pdf,HUMMEL'S DIGITAL TRANSFORMATION TOWARD OMNICHANNEL RETAILING: KEY LESSONS LEARNED,YES,On Google Drive Folder
367,367 - THE IMPACT OF CROSS-SELLING ON MANAGING CONSUMER RETURNS IN OMNICHANNEL OPERATIONS.pdf,THE IMPACT OF CROSS-SELLING ON MANAGING CONSUMER RETURNS IN OMNICHANNEL OPERATIONS,YES,On Google Drive Folder
368,368 - E-GROCERY LOGISTICS EXPLORING THE GAP BETWEEN RESEARCH AND PRACTICE.pdf,"A 2020 PERSPECTIVE ON ""SPREADING THE WORD: HOW CUSTOMER EXPERIENCE IN A TRADITIONAL RETAIL SETTING IN FLUENCES CONSUMER TRADITIONAL AND ELECTRONIC WORD-OF-MOUTH INTENTION """,YES,On Google Drive Folder
369,,E-GROCERY LOGISTICS: EXPLORING THE GAP BETWEEN RESEARCH AND PRACTICE,NO,On Google Drive Folder
370,370 - TECHNOLOGY ADOPTION FOR THE INTEGRATION OF ONLINE-OFFLINE PURCHASING OMNICHANNEL STRATEGIES IN THE RETAIL ENVIRONMENT.pdf,MOBILITY AND THE MALL: THREE SOLUTION PATHWAYS FOR EFFICIENT AND SUSTAINABLE OMNICHANNEL GOODS TRANSPORTATION FOR A MALL IN PARIS,YES,On Google Drive Folder
371,,TECHNOLOGY ADOPTION FOR THE INTEGRATION OF ONLINE-OFFLINE PURCHASING OMNICHANNEL STRATEGIES IN THE RETAIL ENVIRONMENT,NO,On Google Drive Folder
372,372 - INTEGRATING FIRST-MILE PICKUP AND LAST-MILE DELIVERY ON SHARED VEHICLE ROUTES FOR EFFICIENT URBAN E-COMMERCE DISTRIBUTION.pdf,INTEGRATING FIRST-MILE PICKUP AND LAST-MILE DELIVERY ON SHARED VEHICLE ROUTES FOR EFFICIENT URBAN E-COMMERCE DISTRIBUTION,YES,On Google Drive Folder
373,373 - MULTIROOMING GENERATING E-SATISFACTION THROUGHOUT OMNICHANNEL CONSUMER JOURNEY DESIGN AND ONLINE CUSTOMER EXPERIENCE.pdf,DYNAMIC PRICING OF OMNICHANNEL INVENTORIES,YES,On Google Drive Folder
374,,MULTIROOMING: GENERATING E-SATISFACTION THROUGHOUT OMNICHANNEL CONSUMER JOURNEY DESIGN AND ONLINE CUSTOMER EXPERIENCE,NO,On Google Drive Folder
375,375 - OMNICHANNEL STRATEGY OF DIGITAL TRANSFORMATION OF RETAIL TRADE ENTERPRISE FROM CONCEPT TO IMPLEMENTATION.pdf,ADDITIVE OMNICHANNEL ATMOSPHERIC CUES: THE MEDIATING EFFECTS OF COGNITIVE AND AFFECTIVE RESPONSES ON PURCHASE INTENTION,YES,On Google Drive Folder
376,,OMNICHANNEL STRATEGY OF DIGITAL TRANSFORMATION OF RETAIL TRADE ENTERPRISE: FROM CONCEPT TO IMPLEMENTATION,NO,On Google Drive Folder
377,377 - SHOWROOMING VERSUS WEBROOMING EXAMINING MOTIVATIONAL DIFFERENCES IN OMNICHANNEL EXPLORATORY BEHAVIORS.pdf,SHOWROOMING VERSUS WEBROOMING: EXAMINING MOTIVATIONAL DIFFERENCES IN OMNICHANNEL EXPLORATORY BEHAVIORS,YES,On Google Drive Folder
378,378 - BILEVEL PROGRAMMING FOR MANUFACTURERS OPERATING IN AN OMNICHANNEL RETAILING ENVIRONMENT.pdf,ACCEPTANCE OF IN-STORE APPS: FACTORS THAT INFLUENCE THE INTENTION TO ADOPT LOCATION-BASED RETAIL APPS - INSIGHTS FROM GERMANY,YES,On Google Drive Folder
379,379 - AN INVENTORY MODEL WITH DISCOUNTS FOR OMNICHANNEL RETAILERS OF SLOW MOVING ITEMS.pdf,BILEVEL PROGRAMMING FOR MANUFACTURERS OPERATING IN AN OMNICHANNEL RETAILING ENVIRONMENT,YES,On Google Drive Folder
380,380 - ON-DEMAND LAST-MILE DISTRIBUTION NETWORK DESIGN WITH OMNICHANNEL INVENTORY.pdf,AN INVENTORY MODEL WITH DISCOUNTS FOR OMNICHANNEL RETAILERS OF SLOW MOVING ITEMS,YES,On Google Drive Folder
381,381 - OMNICHANNEL DISTRIBUTION TO FULFILL RETAIL ORDERS.pdf,ON-DEMAND LAST-MILE DISTRIBUTION NETWORK DESIGN WITH OMNICHANNEL INVENTORY,YES,On Google Drive Folder
382,,OMNICHANNEL DISTRIBUTION TO FULFILL RETAIL ORDERS,NO,On Google Drive Folder
383,383 - FACILITY SELECTION MODEL FOR BOPS SERVICE FOR AN OMNICHANNEL RETAIL CHAIN.pdf,ONLINE-EXCLUSIVE OR HYBRID? CHANNEL MERCHANDISING STRATEGIES FOR SHIP-TO-STORE IMPLEMENTATION,YES,On Google Drive Folder
384,384 - A HYBRID METAHEURISTIC FOR THE OMNICHANNEL MULTIPRODUCT INVENTORY REPLENISHMENT PROBLEM.pdf,FACILITY SELECTION MODEL FOR BOPS SERVICE FOR AN OMNICHANNEL RETAIL CHAIN,YES,On Google Drive Folder
385,385 - MARKETING THE FUTURE OF SHOPPING.pdf,A HYBRID METAHEURISTIC FOR THE OMNICHANNEL MULTIPRODUCT INVENTORY REPLENISHMENT PROBLEM,YES,On Google Drive Folder
386,386 - ASSESSING IMPACTS OF INTRODUCING SHIP-TO-STORE SERVICE ON SALES AND RETURNS IN OMNICHANNEL RETAILING A DATA ANALYTICS STUDY.pdf,MARKETING THE FUTURE OF SHOPPING,YES,On Google Drive Folder
387,,ASSESSING IMPACTS OF INTRODUCING SHIP-TO-STORE SERVICE ON SALES AND RETURNS IN OMNICHANNEL RETAILING: A DATA ANALYTICS STUDY,NO,On Google Drive Folder
388,388 - THE VALUE OF RAPID DELIVERY IN OMNICHANNEL RETAILING.pdf,A ROBUST OMNICHANNEL PRICING AND ORDERING OPTIMIZATION APPROACH WITH RETURN POLICIES BASED ON DATA-DRIVEN SUPPORT VECTOR CLUSTERING,YES,On Google Drive Folder
389,389 - SAFECX A FRAMEWORK FOR SAFE CUSTOMER EXPERIENCE IN OMNICHANNEL RETAILING.pdf,THE VALUE OF RAPID DELIVERY IN OMNICHANNEL RETAILING,YES,On Google Drive Folder
390,390 - OMNICHANNEL EXPANSION FOR TRADITIONAL RETAILERS CONSIDERING CONSUMERS_ PRIVACY CONCERNS.pdf,SAFECX: A FRAMEWORK FOR SAFE CUSTOMER EXPERIENCE IN OMNICHANNEL RETAILING,YES,On Google Drive Folder
391,391 - MOBILE PAYMENT IN OMNICHANNEL RETAILING DYNAMICS BETWEEN TRUST AND LOYALTY TRANSFER PROCESSES.pdf,OMNICHANNEL EXPANSION FOR TRADITIONAL RETAILERS: CONSIDERING CONSUMERS' PRIVACY CONCERNS,YES,On Google Drive Folder
392,,MOBILE PAYMENT IN OMNICHANNEL RETAILING: DYNAMICS BETWEEN TRUST AND LOYALTY TRANSFER PROCESSES,NO,On Google Drive Folder
393,393 - A CONCEPTUAL FRAMEWORK OF THE ANTECEDENTS OF CUSTOMER JOURNEY SATISFACTION IN OMNICHANNEL RETAILING.pdf,A CONCEPTUAL FRAMEWORK OF THE ANTECEDENTS OF CUSTOMER JOURNEY SATISFACTION IN OMNICHANNEL RETAILING,YES,On Google Drive Folder
394,,FAST OR FREE SHIPPING OPTIONS IN ONLINE AND OMNI-CHANNEL RETAIL? THE MEDIATING ROLE OF UNCERTAINTY ON SATISFACTION AND PURCHASE INTENTIONS,NO,On Google Drive Folder
395,395 - LIVE STREAMING SHOPPING AS A NEW RETAIL FORMAT INSIGHTS FROM A QUALITATIVE STUDY OF CONSUMERS AND RETAILERS.pdf,LIVE STREAMING SHOPPING AS A NEW RETAIL FORMAT: INSIGHTS FROM A QUALITATIVE STUDY OF CONSUMERS AND RETAILERS,YES,On Google Drive Folder
396,396 - HOW TO WIN IN AN OMNICHANNEL WORLD.pdf,TRANSFORMING THE AUTOMOTIVE RETAIL: DRIVERS FOR CUSTOMERS' OMNICHANNEL BOPS (BUY ONLINE & PICK UP IN STORE) BEHAVIOR,YES,On Google Drive Folder
397,,HOW TO WIN IN AN OMNICHANNEL WORLD,NO,On Google Drive Folder
398,398 - COUPON STRATEGIES FOR COMPETITIVE PRODUCTS IN AN OMNICHANNEL SUPPLY CHAIN.pdf,COUPON STRATEGIES FOR COMPETITIVE PRODUCTS IN AN OMNICHANNEL SUPPLY CHAIN,YES,On Google Drive Folder
399,399 - CUSTOMER INSPIRATION IN RETAILING THE ROLE OF PERCEIVED NOVELTY AND CUSTOMER LOYALTY ACROSS OFFLINE AND ONLINE CHANNELS.pdf,ORDER FULFILLMENT UNDER PICK FAILURE IN OMNICHANNEL SHIP-FROM-STORE PROGRAMS,YES,On Google Drive Folder
400,400 - DEVELOPMENT AND VALIDATION OF THE PICK-UP SERVICE QUALITY SCALE OF THE BUY-ONLINE-PICK-UP-IN-STORE SERVICE.pdf,CUSTOMER INSPIRATION IN RETAILING: THE ROLE OF PERCEIVED NOVELTY AND CUSTOMER LOYALTY ACROSS OFFLINE AND ONLINE CHANNELS,YES,On Google Drive Folder
401,"401 - ROLES OF RETAILER TACTICS AND CUSTOMER-SPECIFIC FACTORS IN SHOPPER MARKETING SUBSTANTIVE, METHODOLOGICAL, AND CONCEPTUAL ISSUES.pdf",DEVELOPMENT AND VALIDATION OF THE PICK-UP SERVICE QUALITY SCALE OF THE BUY-ONLINE-PICK-UP-IN-STORE SERVICE,YES,On Google Drive Folder
402,,"ROLES OF RETAILER TACTICS AND CUSTOMER-SPECIFIC FACTORS IN SHOPPER MARKETING: SUBSTANTIVE, METHODOLOGICAL, AND CONCEPTUAL ISSUES",NO,On Google Drive Folder
403,,HOW DOES CONVENIENCE IMPACT SHOWROOMING INTENTION? OMNICHANNEL RETAIL STRATEGIES TO MANAGE GLOBAL RETAIL APOCALYPSE,NO,On Google Drive Folder
404,,DO MYRIAD E-CHANNELS ALWAYS CREATE VALUE FOR CUSTOMERS? A DYNAMIC ANALYSIS OF THE PERCEIVED VALUE OF A DIGITAL INFORMATION PRODUCT DURING THE USAGE PHASE,NO,On Google Drive Folder
405,405 - CHANNEL CHANGES CHOICE AN EMPIRICAL STUDY ABOUT OMNICHANNEL DEMAND SENSITIVITY TO FULFILLMENT LEAD TIME.pdf,CHANNEL CHANGES CHOICE: AN EMPIRICAL STUDY ABOUT OMNICHANNEL DEMAND SENSITIVITY TO FULFILLMENT LEAD TIME,YES,On Google Drive Folder
406,406 - ONLINE AND OFFLINE INFORMATION FOR OMNICHANNEL RETAILING.pdf,IMPACT OF BUY-ONLINE-AND-RETURN-IN-STORE SERVICE ON OMNICHANNEL RETAILING: A SUPPLY CHAIN COMPETITIVE PERSPECTIVE,YES,On Google Drive Folder
407,407 - ADDING STORE TO WEB MIGRATION AND SYNERGY EFFECTS IN MULTI-CHANNEL RETAILING.pdf,ONLINE AND OFFLINE INFORMATION FOR OMNICHANNEL RETAILING,YES,On Google Drive Folder
408,,ADDING STORE TO WEB: MIGRATION AND SYNERGY EFFECTS IN MULTI-CHANNEL RETAILING,NO,On Google Drive Folder
409,409 - PHYSICAL STORES AS WAREHOUSES FOR ONLINE CHANNELS IMPLICATIONS FOR CHANNEL CHOICES UNDER COMPETITION.pdf,PHYSICAL STORES AS WAREHOUSES FOR ONLINE CHANNELS: IMPLICATIONS FOR CHANNEL CHOICES UNDER COMPETITION,YES,On Google Drive Folder
410,,EFFECT OF THE BUY-ONLINE-AND-PICKUP-IN-STORE OPTION ON PRICING AND ORDERING DECISIONS DURING ONLINE SHOPPING CARNIVALS,NO,On Google Drive Folder
411,411 - DEMAND POOLING IN OMNICHANNEL OPERATIONS.pdf,CITY LOGISTICS IN AN OMNICHANNEL ENVIRONMENT. THE CASE OF BRUSSELS,YES,On Google Drive Folder
412,412 - EFFECTIVE ONLINE ORDER ACCEPTANCE POLICIES FOR OMNICHANNEL FULFILLMENT.pdf,DEMAND POOLING IN OMNICHANNEL OPERATIONS,YES,On Google Drive Folder
413,413 - FROM THE STORE TO OMNICHANNEL RETAIL LOOKING BACK OVER THREE DECADES OF RESEARCH.pdf,EFFECTIVE ONLINE ORDER ACCEPTANCE POLICIES FOR OMNICHANNEL FULFILLMENT,YES,On Google Drive Folder
414,,FROM THE STORE TO OMNICHANNEL RETAIL: LOOKING BACK OVER THREE DECADES OF RESEARCH,NO,On Google Drive Folder
415,415 - THE IMPACT OF BUY-ONLINE-AND-RETURN-IN-STORE CHANNEL INTEGRATION ON ONLINE AND OFFLINE BEHAVIORAL INTENTIONS THE ROLE OF OFFLINE STORE.pdf,THE IMPACT OF BUY-ONLINE-AND-RETURN-IN-STORE CHANNEL INTEGRATION ON ONLINE AND OFFLINE BEHAVIORAL INTENTIONS: THE ROLE OF OFFLINE STORE,YES,On Google Drive Folder
416,416 - CAN IN-STORE RECOMMENDATIONS FOR ONLINE-SUBSTITUTIVE PRODUCTS INTEGRATE ONLINE AND OFFLINE CHANNELS.pdf,CAN IN-STORE RECOMMENDATIONS FOR ONLINE-SUBSTITUTIVE PRODUCTS INTEGRATE ONLINE AND OFFLINE CHANNELS?,YES,On Google Drive Folder
417,417 - MULTICHANNEL VERSUS OMNICHANNEL A PRICE-SEGMENTED COMPARISON FROM THE FASHION INDUSTRY.pdf,ASSESSING PRODUCT AVAILABILITY IN OMNICHANNEL RETAIL NETWORKS IN THE PRESENCE OF ON-DEMAND INVENTORY TRANSSHIPMENT AND PRODUCT SUBSTITUTION *,YES,On Google Drive Folder
418,,MULTICHANNEL VERSUS OMNICHANNEL: A PRICE-SEGMENTED COMPARISON FROM THE FASHION INDUSTRY,NO,On Google Drive Folder
419,419 - CHANNEL TRANSPARENCY AND OMNICHANNEL RETAILING THE IMPACT OF SHARING RETAIL STORE PRODUCT AVAILABILITY INFORMATION.pdf,"PRODUCT ASSORTMENT, CHOICE OVERLOAD, AND FILTERING TECHNOLOGY ACROSS RETAIL CONTEXTS",YES,On Google Drive Folder
420,,CHANNEL TRANSPARENCY AND OMNICHANNEL RETAILING: THE IMPACT OF SHARING RETAIL STORE PRODUCT AVAILABILITY INFORMATION,NO,On Google Drive Folder
